,song_name,artist,spotify_track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,tracks_popularity,entered_biilboard
15,industry baby,lil nas x & jack harlow,27NovPIUIRrOZoCHxABJwK,0.736,0.7040000000000001,3,-7.409,0,0.0615,0.0203,0.0,0.0501,0.894,149.995,212000,4,85,1
16,abcdefu,gayle,4fouWK6XVHhzl78KzQ1UjL,0.695,0.54,4,-5.692,1,0.0493,0.299,0.0,0.3670000000000001,0.415,121.932,168602,4,86,1
17,need to know,doja cat,3Vi5XqYrmQgOYBajMWSvCi,0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,210560,4,84,1
19,me porto bonito,bad bunny & chencho corleone,6Sq7ltF9Qa7SNFBsV5Cogx,0.911,0.7120000000000001,1,-5.105,0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,178567,4,96,1
23,we don't talk about bruno,"carolina gaitan, mauro castillo, adassa, rhenzy feliz, diane guerrero, stephanie beatriz & encanto cast",52xJxFP6TqMuO4Yt0eOkMz,0.5770000000000001,0.45,0,-8.516,0,0.0834,0.357,0.0,0.111,0.83,205.863,216120,4,79,1
24,late night talking,harry styles,1qEmFfgcLObUfQm0j1W2CK,0.7140000000000001,0.728,10,-4.595,1,0.0468,0.298,0.0,0.106,0.901,114.996,177955,4,91,1
25,i like you (a happier song),post malone featuring doja cat,0O6u0VJ46W86TxN9wgyqDj,0.733,0.67,5,-6.009,1,0.0751,0.121,0.0,0.121,0.472,100.964,192841,4,90,1
27,bad habit,steve lacy,5CM4UuQ9Gnd6K2YyKGPMoK,0.6859999999999999,0.507,1,-7.097,1,0.0357,0.626,7.509999999999998e-05,0.383,0.69,168.955,232115,4,90,1
28,sunroof,nicky youre & dazy,4h4QlmocP3IuwYEj2j14p8,0.768,0.7140000000000001,10,-5.11,1,0.0401,0.352,0.0,0.15,0.8420000000000001,131.44299999999998,163026,4,90,1
29,one right now,post malone & the weeknd,00Blm7zeNqgYLPtW6zg8cj,0.687,0.7809999999999999,1,-4.806,1,0.053,0.0361,0.0,0.0755,0.688,97.014,193507,4,81,1
30,good 4 u,olivia rodrigo,4ZtFanR9U6ndgddUvNcjcG,0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928,178147,4,88,1
31,numb little bug,em beihold,3o9kpgkIcffx0iSwxhuNI2,0.742,0.527,8,-6.892,0,0.0769,0.327,0.0,0.25,0.638,84.97399999999998,169238,4,78,1
32,jimmy cooks,drake featuring 21 savage,3F5CgOj3wFlRv51JsHbxhe,0.529,0.6729999999999999,0,-4.711,1,0.175,0.000307,2.41e-06,0.093,0.366,165.921,218365,4,90,1
33,'til you can't,cody johnson,4k3lPl8YTKuY8c1HelVnm3,0.501,0.815,1,-4.865,1,0.0436,0.0513,0.0,0.106,0.46,160.08700000000005,224213,4,76,1
34,fancy like,walker hayes,58UKC45GPNTflCN6nwCUeF,0.647,0.765,1,-6.459,1,0.06,0.111,0.0,0.315,0.855,79.994,161853,4,76,1
35,the kind of love we make,luke combs,48UKTR66uUOT9LaUvooTNx,0.608,0.745,1,-4.13,1,0.0277,0.0226,6.47e-06,0.0942,0.464,102.025,224427,4,80,1
37,break my soul,beyonce,5pyoxDZ1PX0KxBxiRVxA4U,0.693,0.887,1,-5.039,0,0.0795,0.0581,2.71e-06,0.27,0.8640000000000001,114.942,278282,4,79,1
38,something in the orange,zach bryan,3WMj8moIAXJhHsyLaqIIHI,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.21200000000005,228013,3,90,1
40,smokin out the window,silk sonic (bruno mars & anderson .paak),3xVZYkcuWalGudeKl861wb,0.627,0.618,2,-8.529,1,0.0437,0.0558,0.0,0.351,0.848,82.03,197443,4,79,1
41,levitating,dua lipa,39LLxExYz6ewLAcYrzQQyP,0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014,203808,4,84,1
43,moscow mule,bad bunny,6Xom58OOXk2SoU711L2IXO,0.804,0.674,5,-5.452999999999999,0,0.0333,0.294,1.18e-06,0.115,0.292,99.968,245940,4,92,1
45,she had me at heads carolina,cole swindell,200x8ONbPfFzByUr3fVz46,0.607,0.912,8,-3.449,1,0.0611,0.124,0.0,0.332,0.722,134.944,206107,4,81,1
46,vegas,doja cat,0hquQWY3xvYqN4qtiquniF,0.8009999999999999,0.601,8,-7.574,0,0.255,0.0777,3.2299999999999986e-05,0.145,0.74,159.969,182907,4,88,1
48,buy dirt,jordan davis featuring luke bryan,69AIpwGNLxr4qS1X5ynx60,0.586,0.5589999999999999,4,-6.725,1,0.05,0.639,0.0,0.0872,0.4370000000000001,177.945,167480,4,81,1
49,i hate u,sza,2aJnyNu4PQxQ2lyj5boiMG,0.5329999999999999,0.417,7,-8.665,0,0.148,0.514,0.0,0.114,0.376,106.534,173907,5,82,1
50,boyfriend,dove cameron,59CfNbkERJ3NoTXDvoURjj,0.345,0.612,7,-6.542999999999998,0,0.0608,0.232,0.0,0.194,0.232,179.773,153000,3,85,1
51,glimpse of us,joji,6xGruZOHLs39ZbVccQTuPZ,0.44,0.317,8,-9.258,1,0.0531,0.8909999999999999,4.78e-06,0.141,0.268,169.91400000000004,233456,3,90,1
53,fall in love,bailey zimmerman,5gVCfYmQRPy1QJifP8f5gg,0.524,0.643,9,-6.055,1,0.0297,0.451,0.0,0.221,0.397,135.96200000000002,232059,4,80,1
55,super freaky girl,nicki minaj,4C6Uex2ILwJi9sZXRdmqXp,0.95,0.8909999999999999,2,-2.653,1,0.241,0.0645,1.77e-05,0.309,0.912,133.01,170977,4,87,1
57,sand in my boots,morgan wallen,0uRrG2jRR5tuifsYIJHEao,0.403,0.537,3,-6.627999999999999,1,0.031,0.59,0.0,0.112,0.414,69.877,202133,4,79,1
58,mamiii,becky g x karol g,1ri9ZUkBJVFUdgwzCnfcYs,0.843,0.7,4,-3.563,0,0.0803,0.0934,0.0,0.14,0.899,93.991,226088,4,83,1
60,aa,walker hayes,6aIrXGmaFqPafbYgxbMUsj,0.634,0.764,4,-5.858,1,0.0297,0.00354,0.0,0.337,0.736,104.03,189560,4,65,1
61,sweetest pie,megan thee stallion & dua lipa,7mFj0LlWtEJaEigguaWqYh,0.8140000000000001,0.628,7,-7.178,1,0.221,0.1669999999999999,0.0,0.101,0.677,123.977,201334,4,78,1
65,bam bam,camila cabello featuring ed sheeran,0QBzMgT7NIeoCYy3sJCof1,0.7559999999999999,0.6970000000000001,8,-6.377000000000002,1,0.0401,0.182,0.0,0.333,0.956,94.996,206071,4,84,1
66,5 foot 9,tyler hubbard,6AqwH2Y9FJwhUE2dCSkw1u,0.602,0.7959999999999999,5,-5.609,1,0.0465,0.146,0.0,0.125,0.53,106.005,189780,4,80,1
67,get into it (yuh),doja cat,0W6I02J9xcqK8MtSeosEXb,0.912,0.655,8,-6.029,0,0.162,0.315,3.39e-05,0.0894,0.7929999999999999,91.942,138293,4,81,1
68,efecto,bad bunny,5Eax0qFko2dh7Rl2lYs3bx,0.8009999999999999,0.475,7,-8.797,0,0.0516,0.141,1.73e-05,0.0639,0.234,98.047,213061,4,94,1
69,rock and a hard place,bailey zimmerman,4686eQ81DEswHa90bcdlC9,0.5820000000000001,0.568,1,-7.3,1,0.0275,0.5770000000000001,0.0,0.105,0.394,121.991,207541,3,85,1
70,doin' this,luke combs,4GyD3o5hWoyCuYpdlzZlRL,0.593,0.552,1,-5.837999999999999,1,0.028,0.18,1.7100000000000002e-05,0.11,0.39,115.0,254181,4,70,1
71,oh my god,adele,3Kkjo3cT83cw09VJyrLNwX,0.534,0.725,1,-3.906,1,0.046,0.091,0.0,0.0264,0.55,88.098,225149,4,82,1
72,better days,neiked x mae muller x polo g,6f5ExP43esnvdKPddwKXJH,0.7170000000000001,0.6709999999999999,0,-5.077,0,0.0337,0.0018,2.54e-06,0.0921,0.6990000000000001,110.054,160657,4,81,1
74,fingers crossed,lauren spencer-smith,3yMC1KsTwh0ceXdIe4QQAQ,0.56,0.473,5,-7.23,1,0.0533,0.618,0.0,0.31,0.441,109.414,175345,4,81,1
78,you should probably leave,chris stapleton,2UikqkwBv7aIvlixeVXHWt,0.602,0.477,9,-8.425,1,0.032,0.268,3.1e-05,0.173,0.552,183.89,213493,4,79,1
80,broadway girls,lil durk featuring morgan wallen,3DZ8dbKg4OTSSqGARvecYd,0.659,0.745,10,-3.599,1,0.0347,0.0417,0.0,0.296,0.54,74.967,185600,4,75,1
81,take my name,parmalee,2afB4eV1KWBqLqFqME6PTh,0.5589999999999999,0.66,7,-4.143,1,0.0512,0.222,0.0,0.193,0.574,163.957,157907,4,72,1
82,what happened to virgil,lil durk featuring gunna,7ohROa13QK43JBRqfCmz4P,0.795,0.526,6,-9.086,0,0.204,0.067,2e-06,0.134,0.194,140.037,181393,4,75,1
84,like i love country music,kane brown,3j1xkzTW8owIphkWV51V9s,0.542,0.82,8,-6.073,1,0.0432,0.000682,0.000136,0.0561,0.7020000000000001,124.85,234341,4,68,1
85,jingle bell rock,bobby helms,7vQbuQcyTflfCIOu3Uzzya,0.754,0.424,2,-8.463,1,0.0363,0.643,0.0,0.0652,0.8059999999999999,119.705,130973,4,94,1
87,trouble with a heartbreak,jason aldean,3HO30hRbkOLU6ZWERayfQO,0.5820000000000001,0.797,5,-4.926,1,0.0334,0.23,0.0,0.132,0.595,135.97299999999998,196027,4,68,1
89,kiss me more,doja cat featuring sza,3DarAbFujv6eYNliUTyqtz,0.764,0.705,8,-3.463,1,0.0284,0.259,8.92e-05,0.12,0.7809999999999999,110.97,208667,4,84,1
90,she likes it,russell dickerson & jake scott,6VVqPBFZIbcmv14zNfOc13,0.79,0.325,4,-11.689,1,0.127,0.509,0.0,0.155,0.539,126.877,163311,4,69,1
91,never say never,cole swindell / lainey wilson,5GYbkDveRD2I8M5ZJ14hWn,0.7390000000000001,0.807,0,-5.063,1,0.0652,0.0181,0.0,0.295,0.632,97.048,227853,4,73,1
92,damn strait,scotty mccreery,4jp9FimhP2bQ93vR0A5r7b,0.523,0.64,4,-6.15,1,0.0295,0.0512,5.5200000000000014e-05,0.0675,0.48,144.02200000000005,230227,4,64,1
93,she's all i wanna be,tate mcrae,0IuVhCflrQPMGRrOyoY5RW,0.614,0.644,2,-5.372000000000001,0,0.0426,0.0134,7.07e-06,0.117,0.6509999999999999,160.036,206772,4,77,1
94,last night lonely,jon pardi,0k11c8vwyeNSGQex6UMa1v,0.652,0.813,6,-2.842,1,0.0268,0.00544,0.0,0.101,0.851,102.987,182161,4,70,1
95,flower shops,ernest featuring morgan wallen,0De9jFjJ4eRLl7Yww2eBw1,0.527,0.461,7,-5.908,1,0.0269,0.118,0.0,0.0831,0.227,128.153,214405,3,74,1
98,one mississippi,kane brown,4FdPnT2cFrpWCmWZd7GXc3,0.471,0.846,0,-5.269,1,0.0389,0.00279,2.86e-06,0.145,0.539,100.089,213719,4,65,1
99,circles around this town,maren morris,13G5xv1wUKvJYbK0wYmioN,0.591,0.8140000000000001,4,-4.9860000000000015,1,0.0468,0.015,0.0,0.117,0.815,149.9,195760,4,59,1
100,blinding lights,the weeknd,0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040,4,92,1
101,mood,24kgoldn featuring iann dior,4jPy3l0RUwlUI9T5XHBW2m,0.701,0.716,7,-3.671,0,0.0361,0.174,0.0,0.324,0.732,91.007,140533,4,84,1
102,leave the door open,silk sonic (bruno mars & anderson .paak),02VBYrHfVwfEWXk5DXyf0T,0.586,0.616,5,-7.963999999999999,1,0.0324,0.182,0.0,0.0927,0.7190000000000001,148.088,242096,4,85,1
103,drivers license,olivia rodrigo,5wANPM4fQCJwkGd4rN57mH,0.561,0.431,10,-8.81,1,0.0578,0.768,1.42e-05,0.106,0.1369999999999999,143.875,242013,4,87,1
106,butter,bts,2cYqizR4lgvp4Qu6IQ3qGN,0.763,0.628,11,-5.85,1,0.05,0.0531,0.0,0.114,0.193,140.958,190557,4,80,1
107,deja vu,olivia rodrigo,6HU7h9RYOaPRFeh0R3UeAr,0.442,0.612,2,-7.222,1,0.112,0.584,5.7000000000000005e-06,0.37,0.178,180.917,215507,4,87,1
108,positions,ariana grande,35mvY5S1H3J2QZyna3TFe0,0.737,0.802,0,-4.771,1,0.0878,0.468,0.0,0.0931,0.682,144.015,172325,4,84,1
109,without you,the kid laroi,27OeeYzk6klgBh83TSvGMA,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,161385,4,79,1
110,forever after all,luke combs,6IBcOGPsniK3Pso1wHIhew,0.487,0.65,0,-5.195,1,0.0253,0.191,0.0,0.0933,0.456,151.964,232533,4,80,1
111,go crazy,chris brown & young thug,1IIKrJVP1C9N7iPtG6eOsK,0.755,0.578,0,-8.932,0,0.145,0.316,0.0,0.25,0.581,94.148,176960,4,79,1
112,astronaut in the ocean,masked wolf,3Ofmpyhv5UAQ70mENzB277,0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996,132780,4,79,1
113,34+35,ariana grande feat. doja cat & megan thee stallion,6Im9k8u9iIzKMrmV7BWtlF,0.83,0.585,0,-6.476,1,0.094,0.237,0.0,0.248,0.485,109.978,173711,4,81,1
115,my ex's best friend,machine gun kelly x blackbear,7kDUspsoYfLkWnZR7qwHZl,0.731,0.675,5,-5.134,0,0.0434,0.00473,0.0,0.141,0.298,124.939,139461,4,78,1
117,up,cardi b,32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.149999999999999e-05,0.0344,0.928,114.988,269667,4,84,1
118,dakiti,bad bunny & jhay cortez,47EiUVwUp4C9fGccaPuUCS,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,205090,4,84,1
119,best friend,saweetie featuring doja cat,3rPtS4nfpy7PsARctAWpzd,0.5760000000000001,0.7140000000000001,6,-5.247000000000001,1,0.0595,0.395,0.0,0.115,0.321,144.981,262231,4,79,1
120,rapstar,polo g,18vXApRmJSgQ6wG2ll9AOg,0.789,0.536,6,-6.862,1,0.242,0.41,0.0,0.129,0.4370000000000001,81.039,165926,4,83,1
121,heartbreak anniversary,giveon,3FAJ6O0NOHQV8Mc5Ri6ENp,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.5429999999999999,89.087,198371,3,84,1
122,for the night,pop smoke featuring lil baby & dababy,0PvFJmanyNQMseIFrU708S,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.347,125.971,190476,4,82,1
123,calling my phone,lil tjay featuring 6lack,3J8EOeKLTLXORtWPpOU5bE,0.907,0.393,4,-7.636,0,0.0539,0.451,1.35e-06,0.135,0.202,104.949,205458,4,81,1
124,beautiful mistakes,maroon 5 featuring megan thee stallion,5zFglKYiknIxks8geR8rcL,0.713,0.6759999999999999,10,-5.483,1,0.027,0.0377,0.0,0.154,0.721,99.048,227395,4,82,1
127,you broke me first.,tate mcrae,45bE4HXI0AwGZXfZtMp8JR,0.667,0.373,4,-9.389,1,0.05,0.785,0.0,0.0906,0.0823,124.148,169266,4,84,1
128,traitor,olivia rodrigo,5CZ40GBx1sQ9agT82CLQCT,0.38,0.339,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,229227,4,87,1
130,i hope,gabby barrett featuring charlie puth,23T0OX7QOiIUFShSzbJ5Uo,0.466,0.536,6,-6.227,1,0.0429,0.0951,0.0,0.114,0.377,75.998,210773,4,74,1
131,dynamite,bts,5QDLhrAOJJdNAmCTJ8xMyW,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,199054,4,85,1
134,laugh now cry later,drake featuring lil durk,2SAqBLGA283SUiwJ3xOUVI,0.7609999999999999,0.518,0,-8.871,1,0.134,0.244,3.47e-05,0.107,0.522,133.976,261493,4,80,1
135,wants and needs,drake featuring lil baby,65OVbaJR5O1RmwOQx0875b,0.578,0.449,1,-6.349,1,0.286,0.0618,2.17e-06,0.119,0.1,136.006,192956,4,84,1
136,way 2 sexy,drake featuring future & young thug,0k1WUmIRnG3xU6fvvDVfRG,0.8029999999999999,0.597,11,-6.035,0,0.141,0.000619,4.5e-06,0.3229999999999999,0.331,136.00799999999998,257605,4,79,1
137,telepatia,kali uchis,6tDDoYIxWvMLTdKpjFkc1B,0.653,0.524,11,-9.016,0,0.0502,0.112,0.0,0.203,0.5529999999999999,83.97,160191,4,83,1
138,whoopty,cj,5vGLcdRuSbUhD8ScwsGSdA,0.7190000000000001,0.648,3,-7.6,0,0.125,0.2,0.0,0.127,0.66,140.201,123263,4,74,1
139,lemonade,internet money & gunna featuring don toliver & nav,02kDW379Yfd5PzW5A6vuGt,0.799,0.66,1,-6.153,0,0.079,0.256,0.0,0.111,0.471,140.04,195429,4,75,1
142,body,megan thee stallion,21RzyxY3EFaxVy6K4RqaU9,0.752,0.764,1,-4.399,1,0.038,0.0476,9.44e-05,0.0543,0.5820000000000001,121.958,163216,4,76,1
144,bang!,ajr,5FQPpxOXsvkMN6v18gtpwY,0.74,0.517,1,-6.233,0,0.0506,0.0183,0.0,0.0558,0.698,139.917,170858,4,73,1
145,better together,luke combs,6gdLyYNuhWBzqwlOFSsXC7,0.552,0.225,0,-11.501,1,0.0477,0.8270000000000001,0.0,0.111,0.67,138.002,219573,4,75,1
146,you're mines still,yung bleu featuring drake,6tiKwZppNjrls8RsPQwK6r,0.613,0.615,5,-4.859,0,0.107,0.308,0.0,0.107,0.342,86.78200000000002,226220,4,64,1
147,every chance i get,dj khaled featuring lil baby & lil durk,1EJIcDYXwSqipW5dFe4uJz,0.477,0.727,2,-4.053,1,0.286,0.000866,0.0,0.108,0.227,150.062,236524,4,78,1
148,chasing after you,ryan hurd with maren morris,3MkXV52jXtsG4pvKp4cGE8,0.601,0.675,4,-6.358,1,0.0399,0.698,0.0,0.125,0.446,131.933,207667,4,68,1
149,the good ones,gabby barrett,3hLuHKzG1cmlRpq53ZVWd8,0.519,0.552,2,-5.023,1,0.0259,0.18,0.0,0.149,0.331,89.95700000000002,215141,4,73,1
150,leave before you love me,marshmello x jonas brothers,4qu63nuBpdn0qHUHuObEj1,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,154983,4,85,1
151,glad you exist,dan + shay,472vIK1ldetTxRxG3ovaiY,0.748,0.551,11,-6.12,1,0.0349,0.235,0.0,0.119,0.66,103.953,144533,4,69,1
153,beggin',maneskin,3Wrjm47oTz2sjIgck11l5e,0.7140000000000001,0.8,11,-4.808,0,0.0504,0.127,0.0,0.359,0.589,134.002,211560,4,86,1
156,famous friends,chris young + kane brown,00KyYtT6NaXwbPecina5Pj,0.535,0.8590000000000001,6,-2.922,1,0.0344,0.0528,0.0,0.32,0.698,102.008,166507,4,67,1
157,lil bit,nelly & florida georgia line,0NmuYnjETG3u3qx0OmEJev,0.7070000000000001,0.6890000000000001,4,-7.097,0,0.0387,0.0255,0.0,0.383,0.41,119.987,195962,4,70,1
158,thot shit,megan thee stallion,5zNW5ARjYhJQJz1AChP33n,0.95,0.693,9,-3.424,1,0.0898,0.0133,0.0,0.173,0.8909999999999999,130.02,184635,4,71,1
160,kings & queens,ava max,7a53HqqArd4b9NF4XAmlbI,0.637,0.69,1,-4.057,0,0.0405,0.0078599999999999,0.0,0.124,0.457,129.857,162399,4,82,1
161,anyone,justin bieber,31qCy5ZaophVA81wtlwLc4,0.6859999999999999,0.5379999999999999,2,-8.026,1,0.0345,0.181,3.13e-06,0.113,0.584,115.884,190779,4,75,1
164,cry baby,megan thee stallion featuring dababy,0EfsDEYaSjGYd66Pr881nq,0.581,0.6559999999999999,4,-4.891,0,0.0294,0.00269,2.78e-06,0.101,0.338,108.033,235160,4,76,1
166,what's your country song,thomas rhett,4oR2cCQGs0Yt0Mgr2diV6V,0.359,0.706,5,-6.151,1,0.0309,0.000602,0.0,0.285,0.479,174.079,171333,4,70,1
169,yonaguni,bad bunny,2JPLbjOn0wPCngEot2STUS,0.644,0.648,1,-4.601,1,0.118,0.276,0.0,0.135,0.44,179.951,206710,4,89,1
170,good time,niko moon,1kPpge9JDLpcj15qgrPbYX,0.56,0.872,3,-4.269,1,0.14,0.0239,6.98e-06,0.371,0.682,126.05,205933,4,78,1
171,if i didn't love you,jason aldean & carrie underwood,1WQ40xJSvgDmD9K7ckJwux,0.456,0.679,1,-4.802,1,0.0324,0.176,0.0,0.103,0.483,184.075,212030,4,72,1
172,pov,ariana grande,3UoULw70kMsiVXxW0L3A33,0.487,0.534,0,-5.664,0,0.0555,0.36,0.0,0.1,0.173,131.798,201882,4,77,1
173,just the way,parmalee x blanco brown,7BqBn9nzAq8spo5e7cZ0dJ,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,220734,4,84,1
175,we're good,dua lipa,1diS6nkxMQc3wwC4G1j0bh,0.722,0.588,6,-5.932,1,0.0544,0.0319,0.0,0.183,0.59,134.01,165507,4,76,1
179,single saturday night,cole swindell,1irAliF0T8sLIOPJp6n7rU,0.623,0.79,7,-5.07,1,0.0473,0.118,0.0,0.226,0.6940000000000001,81.949,187684,4,64,1
180,things a man oughta know,lainey wilson,5QS8PNEWbqTEZyQ6e9ZbJf,0.659,0.6829999999999999,3,-5.622999999999998,1,0.0312,0.513,4.93e-06,0.133,0.397,139.931,203373,4,73,1
182,tombstone,rod wave,3zc8VZEpM1onYV4FWGdFvm,0.55,0.637,8,-5.2120000000000015,1,0.163,0.597,0.0,0.129,0.535,84.448,160078,4,71,1
183,drinkin' beer. talkin' god. amen.,chase rice featuring florida georgia line,1b8TpvCFqmJTd2xz9xE9s1,0.627,0.6779999999999999,2,-4.691,1,0.0294,0.185,0.0,0.374,0.7240000000000001,100.032,160839,4,61,1
184,todo de ti,rauw alejandro,4fSIb4hdOQ151TILNsSEaF,0.78,0.718,3,-3.605,0,0.0506,0.31,0.0001629999999999,0.0932,0.342,127.949,199604,4,82,1
187,don't start now,dua lipa,3PfIrDoz19wz7qK7tYeu62,0.7929999999999999,0.7929999999999999,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,183290,4,84,1
188,rockstar,dababy featuring roddy ricch,0e7ipj03S05BNilyu5bRzt,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.80100000000004,218147,4,85,1
189,adore you,harry styles,3jjujdWJ72nww5eGnfs2E7,0.6759999999999999,0.7709999999999999,8,-3.675,1,0.0483,0.0237,7.000000000000001e-06,0.102,0.569,99.048,207133,4,86,1
191,memories,maroon 5,5UXJzLFdBn6u9FJTCnoHrH,0.34,0.684,11,-6.306,1,0.044,0.00979,0.0,0.348,0.556,112.969,248819,4,83,1
192,the bones,maren morris,7yFhA2fUsL2oIMWlw5DaHQ,0.612,0.57,11,-6.642,0,0.0347,0.278,0.0,0.0963,0.334,77.00399999999998,197293,4,75,1
193,someone you loved,lewis capaldi,7qEHsqek33rTcFNT9PFqLf,0.501,0.405,1,-5.678999999999999,1,0.0319,0.7509999999999999,0.0,0.105,0.446,109.891,182161,4,88,1
194,say so,doja cat,3Dv1eDb0MEgF93GpLXlucZ,0.787,0.6729999999999999,11,-4.583,0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,237893,4,80,1
195,whats poppin,"jack harlow featuring dababy, tory lanez & lil wayne",1jaTQ3nqY3oAAYyCTbIvnM,0.923,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,0.826,145.062,139741,4,78,1
196,dance monkey,tones and i,2XU0oxnq2qxCpomAAuJY8K,0.8240000000000001,0.588,6,-6.4,0,0.0924,0.6920000000000001,0.000104,0.149,0.513,98.027,209438,4,79,1
199,intentions,justin bieber featuring quavo,4umIPjkehX1r7uhmGvXiSV,0.8059999999999999,0.546,9,-6.6370000000000005,1,0.0575,0.3,0.0,0.102,0.8740000000000001,147.986,212867,4,77,1
202,watermelon sugar,harry styles,6UelLqGlWMcVH1E5c4H7lY,0.5479999999999999,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,174000,4,90,1
203,before you go,lewis capaldi,2gMXnyrvIjhVBUZwvLZDMP,0.459,0.575,3,-4.8580000000000005,1,0.0573,0.604,0.0,0.0885,0.183,111.881,215107,4,84,1
204,falling,trevor daniel,1ZMiCix7XSAbfAJlEZWMCp,0.5670000000000001,0.267,4,-6.502000000000002,1,0.0299,0.8390000000000001,1.46e-06,0.089,0.0592,110.011,240133,4,85,1
205,"10,000 hours",dan + shay & justin bieber,2wrJq5XKLnmhRXHIAf9xBa,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,167693,4,78,1
207,ballin',mustard & roddy ricch,3QzAOrNlsabgbMwlZt7TAY,0.809,0.545,7,-6.678,1,0.0735,0.392,0.0,0.151,0.244,97.008,180435,4,80,1
208,hot girl bummer,blackbear,6jRq8gaZhMUyy5RclRPcAf,0.782,0.5589999999999999,6,-7.106,0,0.0767,0.125,0.0,0.385,0.685,129.99200000000002,188344,1,80,1
209,blueberry faygo,lil mosey,22LAwLoDA5b4AaGSkg6bKW,0.774,0.5539999999999999,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,162547,4,76,1
210,heartless,the weeknd,4EWCNWgDS8707fNSZ1oaA5,0.79,0.647,10,-5.983,0,0.136,0.0515,0.0,0.248,0.654,87.999,211000,4,86,1
